user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
47.0,2024-03-28,Basic,199.0,8.7,2.0,5.0,1.0,16.0,Yes
48.0,2023-06-02,Premium,699.0,14.2,1.0,0.0,28.0,60.0,No
49.0,2023-11-12,Premium,699.0,20.9,8.0,1.0,3.0,27.0,Yes
50.0,2023-12-29,Standard,399.0,22.5,3.0,5.0,3.0,15.0,No
51.0,2023-07-01,Premium,699.0,24.4,2.0,1.0,27.0,55.0,Yes
52.0,2023-09-12,Standard,399.0,4.9,5.0,3.0,2.0,51.0,Yes
53.0,2024-04-26,Standard,399.0,19.8,1.0,3.0,11.0,55.0,Yes
54.0,2023-08-22,Basic,199.0,20.5,7.0,2.0,13.0,19.0,No
55.0,2023-10-13,Basic,199.0,16.7,6.0,2.0,2.0,17.0,No
56.0,2023-09-25,Standard,399.0,10.3,8.0,2.0,33.0,60.0,Yes
57.0,2024-03-22,Basic,199.0,1.4,6.0,2.0,17.0,46.0,Yes
58.0,2023-01-02,Premium,699.0,3.3,3.0,2.0,33.0,2.0,No
59.0,2024-11-11,Premium,699.0,17.3,3.0,2.0,35.0,27.0,Yes
60.0,2023-11-13,Standard,399.0,16.8,1.0,5.0,21.0,57.0,Yes
61.0,2024-11-11,Premium,699.0,8.5,4.0,4.0,27.0,8.0,Yes
62.0,2023-11-08,Standard,399.0,15.6,4.0,3.0,12.0,35.0,No
63.0,2023-08-07,Standard,399.0,11.0,5.0,3.0,14.0,28.0,Yes
64.0,2024-11-10,Premium,699.0,19.9,2.0,5.0,31.0,5.0,Yes
65.0,2023-07-23,Premium,699.0,2.8,3.0,5.0,22.0,19.0,Yes
66.0,2024-04-11,Basic,199.0,1.6,7.0,4.0,2.0,54.0,Yes
67.0,2024-11-02,Standard,399.0,18.1,6.0,3.0,13.0,25.0,Yes
68.0,2024-12-13,Premium,699.0,22.4,1.0,3.0,1.0,14.0,Yes
69.0,2024-04-20,Premium,699.0,1.7,3.0,0.0,30.0,29.0,Yes
70.0,2024-05-31,Premium,699.0,24.7,5.0,3.0,34.0,39.0,No
71.0,2023-09-23,Standard,399.0,11.4,2.0,5.0,36.0,55.0,Yes
72.0,2024-03-26,Basic,199.0,19.3,8.0,3.0,18.0,40.0,Yes
73.0,2023-05-22,Basic,199.0,6.2,5.0,2.0,19.0,57.0,Yes
74.0,2024-02-22,Basic,199.0,9.9,2.0,5.0,15.0,13.0,Yes
75.0,2024-08-21,Standard,399.0,11.9,0.0,1.0,35.0,53.0,No
76.0,2023-11-02,Premium,699.0,21.5,6.0,3.0,2.0,0.0,No
77.0,2023-08-13,Standard,399.0,13.7,8.0,4.0,27.0,57.0,Yes
78.0,2024-02-19,Standard,399.0,12.4,6.0,2.0,28.0,42.0,Yes
79.0,2024-02-08,Premium,699.0,21.1,2.0,4.0,11.0,34.0,Yes
80.0,2023-02-21,Premium,699.0,2.6,6.0,1.0,2.0,55.0,Yes
81.0,2024-01-24,Standard,399.0,8.5,7.0,2.0,25.0,21.0,No
82.0,2023-02-23,Standard,399.0,6.7,1.0,3.0,27.0,1.0,No
83.0,2023-01-21,Standard,399.0,16.4,0.0,0.0,15.0,60.0,Yes
84.0,2023-08-12,Premium,699.0,6.3,7.0,5.0,10.0,7.0,No
85.0,2023-04-28,Standard,399.0,19.3,2.0,4.0,17.0,38.0,No
86.0,2024-01-20,Basic,199.0,3.1,0.0,2.0,20.0,36.0,Yes
87.0,2024-12-01,Standard,399.0,2.4,3.0,0.0,13.0,44.0,No
88.0,2024-01-15,Premium,699.0,20.0,0.0,2.0,8.0,34.0,Yes
89.0,2024-03-19,Basic,199.0,16.4,0.0,3.0,33.0,52.0,Yes
90.0,2024-10-28,Standard,399.0,17.8,6.0,1.0,30.0,46.0,No
91.0,2023-10-02,Standard,399.0,19.5,7.0,3.0,35.0,52.0,Yes
92.0,2024-04-20,Standard,399.0,20.9,1.0,2.0,16.0,56.0,Yes
93.0,2023-12-30,Premium,699.0,8.7,7.0,2.0,25.0,11.0,Yes
94.0,2023-07-15,Standard,399.0,7.4,4.0,4.0,22.0,0.0,No
95.0,2024-05-02,Basic,199.0,18.1,7.0,4.0,16.0,48.0,Yes
96.0,2024-12-09,Premium,699.0,11.5,0.0,0.0,32.0,18.0,No
97.0,2024-03-11,Basic,199.0,16.8,5.0,3.0,20.0,35.0,Yes
98.0,2023-05-04,Premium,699.0,8.6,7.0,2.0,36.0,19.0,Yes
99.0,2024-05-10,Premium,699.0,8.2,8.0,5.0,13.0,11.0,Yes
100.0,2023-07-03,Standard,399.0,15.1,1.0,1.0,34.0,18.0,No
101.0,2024-07-20,Standard,399.0,17.8,2.0,2.0,1.0,2.0,No
102.0,2023-10-19,Standard,399.0,16.1,7.0,0.0,9.0,55.0,Yes
103.0,2024-05-04,Standard,399.0,11.3,2.0,0.0,31.0,16.0,No
104.0,2023-06-05,Basic,199.0,10.3,1.0,4.0,5.0,40.0,No
105.0,2024-09-12,Basic,199.0,2.6,3.0,0.0,20.0,35.0,No
106.0,2024-08-25,Premium,699.0,19.5,6.0,3.0,15.0,58.0,Yes
107.0,2023-08-01,Standard,399.0,14.4,0.0,4.0,20.0,47.0,Yes
108.0,2023-03-18,Premium,699.0,7.0,1.0,1.0,14.0,15.0,No
109.0,2024-12-24,Basic,199.0,10.5,7.0,2.0,1.0,2.0,Yes
110.0,2024-08-26,Standard,399.0,2.2,3.0,2.0,30.0,50.0,Yes
111.0,2023-09-30,Premium,699.0,10.9,8.0,1.0,13.0,41.0,Yes
112.0,2023-10-23,Basic,199.0,2.0,4.0,4.0,5.0,47.0,Yes
113.0,2024-05-27,Standard,399.0,12.0,4.0,5.0,8.0,25.0,No
114.0,2023-09-14,Premium,699.0,11.2,0.0,3.0,32.0,47.0,Yes
115.0,2023-02-11,Basic,199.0,6.1,0.0,5.0,6.0,52.0,Yes
116.0,2024-03-22,Basic,199.0,13.2,7.0,2.0,31.0,11.0,No
117.0,2024-11-17,Premium,699.0,24.2,7.0,2.0,32.0,26.0,Yes
118.0,2024-07-17,Basic,199.0,8.6,7.0,2.0,11.0,42.0,No
119.0,2024-02-18,Basic,199.0,2.7,4.0,2.0,30.0,7.0,No
120.0,2024-06-14,Premium,699.0,16.6,8.0,3.0,1.0,26.0,Yes
121.0,2023-10-22,Standard,399.0,15.8,0.0,1.0,32.0,17.0,No
122.0,2023-01-15,Standard,399.0,3.5,3.0,5.0,32.0,10.0,Yes
123.0,2023-06-07,Premium,699.0,2.8,1.0,3.0,27.0,60.0,Yes
124.0,2024-04-28,Standard,399.0,13.0,4.0,3.0,19.0,53.0,Yes
125.0,2023-05-20,Basic,199.0,14.0,6.0,1.0,30.0,58.0,No
126.0,2023-10-01,Basic,199.0,19.4,6.0,2.0,18.0,59.0,No
127.0,2023-12-20,Basic,199.0,18.3,7.0,1.0,19.0,28.0,No
128.0,2023-07-13,Standard,399.0,19.2,6.0,3.0,36.0,59.0,Yes
129.0,2024-04-29,Premium,699.0,14.5,3.0,3.0,16.0,2.0,Yes
130.0,2024-08-27,Premium,699.0,10.0,2.0,3.0,25.0,2.0,Yes
131.0,2023-01-16,Standard,399.0,21.9,7.0,0.0,7.0,33.0,No
132.0,2023-09-29,Premium,699.0,10.5,2.0,0.0,10.0,30.0,No
133.0,2023-11-21,Standard,399.0,16.4,5.0,5.0,26.0,54.0,Yes
134.0,2024-12-01,Premium,699.0,21.9,0.0,4.0,32.0,4.0,Yes
135.0,2023-04-13,Standard,399.0,18.8,6.0,0.0,15.0,48.0,No
136.0,2023-10-28,Standard,399.0,17.5,0.0,0.0,11.0,20.0,No
137.0,2023-07-04,Standard,399.0,11.1,3.0,4.0,24.0,26.0,Yes
138.0,2024-08-20,Basic,199.0,2.4,6.0,4.0,12.0,43.0,Yes
139.0,2024-04-21,Basic,199.0,11.8,4.0,3.0,15.0,16.0,No
140.0,2024-03-10,Standard,399.0,4.4,7.0,2.0,35.0,37.0,Yes
141.0,2023-04-20,Premium,699.0,11.7,4.0,1.0,17.0,24.0,No
142.0,2024-11-05,Basic,199.0,14.5,4.0,5.0,25.0,18.0,Yes
143.0,2023-10-21,Standard,399.0,0.7,0.0,4.0,18.0,47.0,Yes
144.0,2024-11-06,Basic,199.0,5.9,3.0,4.0,23.0,16.0,No
145.0,2024-08-16,Premium,699.0,15.9,0.0,2.0,9.0,50.0,Yes
146.0,2023-07-25,Standard,399.0,2.7,4.0,2.0,9.0,47.0,Yes
147.0,2023-06-18,Basic,199.0,22.0,5.0,4.0,35.0,32.0,No
148.0,2023-04-28,Standard,399.0,24.2,4.0,5.0,31.0,55.0,Yes
149.0,2024-02-11,Standard,399.0,3.9,3.0,5.0,5.0,46.0,Yes
150.0,2024-04-10,Premium,699.0,2.7,6.0,0.0,24.0,16.0,No
151.0,2023-01-26,Standard,399.0,14.8,5.0,0.0,17.0,43.0,Yes
152.0,2024-04-20,Premium,699.0,8.5,3.0,5.0,36.0,4.0,No
153.0,2023-11-08,Premium,699.0,16.4,1.0,1.0,20.0,2.0,No
154.0,2024-11-17,Standard,399.0,2.9,8.0,1.0,8.0,24.0,Yes
155.0,2024-05-16,Premium,699.0,10.8,2.0,3.0,35.0,41.0,Yes
156.0,2024-03-30,Premium,699.0,23.5,4.0,0.0,27.0,44.0,Yes
157.0,2024-10-22,Standard,399.0,21.5,1.0,5.0,16.0,23.0,Yes
158.0,2024-04-10,Standard,399.0,10.3,3.0,0.0,4.0,60.0,No
159.0,2023-05-09,Basic,199.0,16.2,0.0,0.0,14.0,50.0,Yes
160.0,2023-08-27,Premium,699.0,2.2,8.0,1.0,14.0,37.0,Yes
161.0,2023-05-14,Standard,399.0,19.8,0.0,2.0,10.0,54.0,No
162.0,2023-01-16,Premium,699.0,20.1,1.0,5.0,17.0,55.0,Yes
163.0,2024-03-07,Standard,399.0,14.9,0.0,1.0,16.0,16.0,Yes
164.0,2024-08-30,Premium,699.0,18.8,7.0,3.0,8.0,49.0,Yes
165.0,2024-11-05,Basic,199.0,12.8,0.0,5.0,29.0,50.0,No
166.0,2024-03-12,Premium,699.0,11.7,0.0,0.0,20.0,30.0,No
167.0,2024-09-14,Premium,699.0,12.5,7.0,0.0,7.0,57.0,Yes
168.0,2024-09-03,Basic,199.0,3.6,8.0,5.0,5.0,20.0,Yes
169.0,2024-11-01,Premium,699.0,11.6,6.0,0.0,19.0,50.0,No
170.0,2024-02-28,Premium,699.0,18.2,3.0,3.0,36.0,28.0,No
171.0,2023-09-19,Standard,399.0,10.3,1.0,2.0,30.0,27.0,Yes
172.0,2023-04-06,Standard,399.0,17.3,7.0,0.0,10.0,5.0,No
173.0,2024-07-29,Standard,399.0,18.7,5.0,1.0,7.0,35.0,Yes
174.0,2024-03-09,Premium,699.0,16.9,6.0,2.0,22.0,55.0,Yes
175.0,2023-08-06,Premium,699.0,24.2,4.0,2.0,4.0,6.0,No
176.0,2023-04-28,Basic,199.0,6.0,1.0,2.0,31.0,54.0,Yes
177.0,2024-07-24,Standard,399.0,20.3,8.0,4.0,15.0,39.0,Yes
178.0,2023-12-14,Basic,199.0,1.2,4.0,5.0,18.0,48.0,Yes
179.0,2023-05-26,Standard,399.0,4.9,2.0,4.0,1.0,42.0,Yes
180.0,2023-12-16,Premium,699.0,2.7,8.0,1.0,2.0,24.0,Yes
181.0,2023-02-23,Basic,199.0,8.1,5.0,4.0,24.0,38.0,Yes
182.0,2024-11-08,Basic,199.0,19.0,0.0,5.0,11.0,5.0,Yes
183.0,2023-04-27,Standard,399.0,15.4,6.0,2.0,32.0,13.0,No
184.0,2023-08-14,Standard,399.0,3.2,7.0,4.0,28.0,42.0,Yes
185.0,2023-09-19,Standard,399.0,0.7,4.0,1.0,4.0,49.0,Yes
186.0,2024-01-25,Standard,399.0,3.4,7.0,5.0,21.0,27.0,Yes
187.0,2023-02-13,Premium,699.0,12.8,5.0,0.0,15.0,25.0,No
188.0,2024-02-19,Standard,399.0,11.8,1.0,2.0,2.0,36.0,Yes
189.0,2024-09-24,Premium,699.0,7.6,6.0,0.0,27.0,20.0,Yes
190.0,2024-06-20,Standard,399.0,2.7,1.0,1.0,24.0,27.0,Yes
191.0,2023-03-20,Basic,199.0,21.8,5.0,1.0,26.0,21.0,No
192.0,2024-10-22,Premium,699.0,13.5,3.0,2.0,8.0,22.0,No
193.0,2024-11-02,Basic,199.0,3.0,4.0,1.0,16.0,11.0,No
194.0,2024-08-16,Basic,199.0,23.8,7.0,3.0,12.0,48.0,Yes
195.0,2024-03-28,Standard,399.0,21.7,5.0,1.0,21.0,28.0,Yes
196.0,2024-04-17,Premium,699.0,20.0,0.0,2.0,20.0,32.0,Yes
197.0,2023-04-03,Standard,399.0,1.9,4.0,0.0,3.0,41.0,No
198.0,2024-08-08,Premium,699.0,9.9,8.0,5.0,33.0,57.0,Yes
199.0,2024-04-06,Premium,699.0,8.4,7.0,4.0,13.0,9.0,No
200.0,2023-09-11,Basic,199.0,24.6,1.0,4.0,22.0,41.0,Yes
201.0,2024-01-17,Premium,699.0,24.8,8.0,4.0,29.0,39.0,Yes
202.0,2024-10-08,Standard,399.0,10.5,5.0,5.0,25.0,38.0,Yes
203.0,2023-09-16,Premium,699.0,2.1,1.0,4.0,22.0,43.0,Yes
204.0,2024-12-16,Premium,699.0,8.7,2.0,2.0,10.0,19.0,No
205.0,2023-12-03,Premium,699.0,3.7,1.0,2.0,26.0,35.0,Yes
206.0,2023-11-13,Basic,199.0,2.8,6.0,4.0,34.0,23.0,Yes
207.0,2023-06-08,Basic,199.0,8.9,7.0,1.0,14.0,14.0,No
208.0,2024-06-23,Basic,199.0,21.2,1.0,4.0,19.0,49.0,Yes
209.0,2023-07-05,Basic,199.0,22.0,2.0,4.0,22.0,24.0,Yes
210.0,2023-09-01,Premium,699.0,18.2,0.0,3.0,11.0,23.0,No
211.0,2024-04-25,Standard,399.0,18.9,7.0,1.0,19.0,34.0,Yes
212.0,2024-01-27,Basic,199.0,17.1,7.0,3.0,24.0,49.0,Yes
213.0,2023-09-14,Premium,699.0,10.8,2.0,1.0,34.0,51.0,No
214.0,2023-05-08,Basic,199.0,21.9,8.0,0.0,31.0,45.0,No
215.0,2024-03-23,Standard,399.0,19.2,4.0,3.0,6.0,57.0,Yes
216.0,2024-05-29,Basic,199.0,20.5,5.0,0.0,15.0,26.0,Yes
217.0,2023-04-12,Standard,399.0,10.0,1.0,2.0,16.0,14.0,Yes
218.0,2024-04-28,Premium,699.0,19.9,2.0,0.0,22.0,18.0,No
219.0,2023-03-23,Premium,699.0,19.1,7.0,3.0,9.0,39.0,Yes
220.0,2024-06-24,Basic,199.0,5.8,2.0,4.0,17.0,60.0,No
221.0,2024-03-05,Standard,399.0,19.5,3.0,2.0,8.0,7.0,Yes
222.0,2024-06-11,Premium,699.0,2.0,7.0,4.0,30.0,34.0,Yes
223.0,2023-09-04,Premium,699.0,18.1,4.0,3.0,16.0,0.0,No
224.0,2024-06-22,Premium,699.0,5.1,1.0,4.0,27.0,23.0,Yes
225.0,2024-04-26,Premium,699.0,19.8,8.0,4.0,33.0,1.0,Yes
226.0,2023-03-11,Basic,199.0,24.5,4.0,5.0,25.0,1.0,Yes
227.0,2023-05-17,Standard,399.0,18.5,1.0,4.0,16.0,47.0,No
228.0,2024-05-05,Basic,199.0,13.9,2.0,5.0,23.0,29.0,No
229.0,2023-02-07,Premium,699.0,20.4,1.0,5.0,12.0,49.0,No
230.0,2024-06-11,Standard,399.0,1.6,3.0,0.0,13.0,20.0,No
231.0,2023-02-18,Standard,399.0,12.1,0.0,5.0,35.0,12.0,Yes
232.0,2024-03-26,Premium,699.0,7.2,5.0,3.0,22.0,56.0,Yes
233.0,2024-06-15,Standard,399.0,24.4,7.0,5.0,22.0,31.0,Yes
234.0,2023-07-04,Standard,399.0,18.3,1.0,3.0,6.0,38.0,No
235.0,2024-04-01,Premium,699.0,8.4,1.0,2.0,19.0,42.0,Yes
236.0,2023-12-28,Premium,699.0,4.6,7.0,2.0,28.0,28.0,Yes
237.0,2024-01-08,Premium,699.0,7.2,0.0,0.0,28.0,42.0,No
238.0,2023-02-05,Premium,699.0,23.8,2.0,4.0,11.0,43.0,No
239.0,2023-02-03,Basic,199.0,6.3,5.0,2.0,5.0,24.0,No
240.0,2024-08-10,Premium,699.0,17.1,5.0,2.0,10.0,28.0,No
241.0,2023-04-27,Basic,199.0,9.5,5.0,5.0,34.0,17.0,Yes
242.0,2023-09-24,Basic,199.0,12.7,6.0,4.0,12.0,7.0,Yes
243.0,2023-07-24,Premium,699.0,5.8,4.0,5.0,29.0,58.0,No
244.0,2023-03-31,Basic,199.0,21.4,7.0,1.0,9.0,57.0,No
245.0,2023-11-04,Premium,699.0,16.9,1.0,4.0,21.0,34.0,Yes
246.0,2023-05-23,Basic,199.0,19.9,8.0,1.0,12.0,7.0,No
247.0,2024-07-18,Basic,199.0,1.1,8.0,4.0,32.0,23.0,Yes
248.0,2024-02-25,Basic,199.0,2.1,6.0,5.0,6.0,46.0,Yes
249.0,2024-11-27,Standard,399.0,3.6,5.0,5.0,5.0,4.0,Yes
250.0,2023-05-13,Premium,699.0,3.6,8.0,5.0,23.0,37.0,Yes
251.0,2023-06-18,Standard,399.0,22.8,0.0,0.0,33.0,33.0,Yes
252.0,2023-10-18,Basic,199.0,23.4,3.0,2.0,21.0,60.0,No
253.0,2024-09-21,Basic,199.0,5.3,8.0,2.0,17.0,8.0,No
254.0,2023-06-25,Premium,699.0,12.8,2.0,4.0,6.0,60.0,Yes
255.0,2024-10-18,Premium,699.0,21.1,0.0,0.0,22.0,5.0,Yes
256.0,2024-10-04,Premium,699.0,16.5,6.0,4.0,17.0,40.0,Yes
257.0,2024-12-02,Premium,699.0,16.2,4.0,3.0,19.0,15.0,No
258.0,2024-04-20,Standard,399.0,11.6,0.0,1.0,20.0,28.0,No
259.0,2023-12-20,Basic,199.0,15.4,5.0,5.0,22.0,20.0,No
260.0,2024-04-22,Standard,399.0,19.1,8.0,4.0,9.0,6.0,Yes
261.0,2024-01-29,Basic,199.0,11.5,2.0,0.0,18.0,3.0,No
262.0,2023-11-17,Premium,699.0,6.6,2.0,2.0,27.0,59.0,Yes
263.0,2024-05-24,Basic,199.0,12.7,8.0,3.0,11.0,31.0,No
264.0,2023-12-28,Basic,199.0,23.7,8.0,3.0,6.0,15.0,Yes
265.0,2023-04-21,Basic,199.0,7.4,7.0,2.0,4.0,34.0,Yes
266.0,2023-02-22,Standard,399.0,22.1,5.0,3.0,9.0,23.0,Yes
267.0,2024-04-06,Premium,699.0,5.3,8.0,2.0,36.0,4.0,Yes
268.0,2023-12-14,Premium,699.0,20.7,1.0,1.0,18.0,6.0,No
269.0,2023-02-11,Premium,699.0,19.0,3.0,4.0,24.0,32.0,Yes
270.0,2024-09-12,Basic,199.0,3.9,5.0,3.0,3.0,33.0,Yes
271.0,2023-11-03,Premium,699.0,8.5,5.0,1.0,9.0,25.0,No
272.0,2023-11-03,Premium,699.0,12.9,8.0,4.0,22.0,31.0,Yes
273.0,2024-12-05,Standard,399.0,9.5,1.0,3.0,2.0,37.0,Yes
274.0,2024-08-15,Premium,699.0,15.1,4.0,5.0,2.0,50.0,No
275.0,2024-09-26,Premium,699.0,18.2,7.0,1.0,15.0,33.0,No
276.0,2023-04-23,Standard,399.0,20.6,3.0,0.0,10.0,36.0,No
277.0,2024-02-25,Basic,199.0,11.3,6.0,1.0,2.0,26.0,No
278.0,2024-07-28,Premium,699.0,21.9,0.0,5.0,31.0,8.0,No
279.0,2023-12-17,Standard,399.0,13.4,5.0,1.0,31.0,29.0,No
280.0,2023-09-10,Premium,699.0,17.1,4.0,4.0,23.0,30.0,Yes
281.0,2024-12-22,Standard,399.0,7.8,4.0,2.0,36.0,45.0,Yes
282.0,2024-08-10,Standard,399.0,12.3,8.0,5.0,21.0,17.0,Yes
283.0,2023-10-25,Premium,699.0,9.8,6.0,2.0,35.0,49.0,No
284.0,2023-09-20,Basic,199.0,23.9,1.0,2.0,19.0,59.0,Yes
285.0,2023-10-06,Premium,699.0,5.7,8.0,2.0,31.0,59.0,Yes
286.0,2024-06-27,Basic,199.0,15.6,3.0,1.0,7.0,3.0,No
287.0,2024-11-28,Basic,199.0,1.8,6.0,2.0,15.0,45.0,Yes
288.0,2024-05-02,Basic,199.0,24.1,2.0,3.0,1.0,41.0,No
289.0,2023-04-02,Standard,399.0,19.0,4.0,2.0,13.0,18.0,No
290.0,2023-06-30,Premium,699.0,13.6,0.0,1.0,15.0,26.0,No
291.0,2023-02-08,Basic,199.0,19.8,2.0,5.0,26.0,55.0,No
292.0,2024-10-18,Basic,199.0,14.4,1.0,2.0,20.0,18.0,No
293.0,2023-04-26,Premium,699.0,12.6,2.0,4.0,34.0,29.0,Yes
294.0,2023-12-12,Standard,399.0,18.4,4.0,5.0,11.0,11.0,Yes
295.0,2024-02-15,Standard,399.0,4.8,6.0,3.0,13.0,32.0,Yes
296.0,2023-01-07,Premium,699.0,5.0,2.0,3.0,7.0,20.0,No
297.0,2024-08-09,Standard,399.0,6.3,4.0,2.0,25.0,19.0,No
298.0,2023-11-11,Basic,199.0,16.5,3.0,0.0,17.0,42.0,Yes
299.0,2023-10-30,Basic,199.0,17.3,4.0,5.0,26.0,7.0,No
300.0,2024-09-12,Standard,399.0,5.9,2.0,3.0,15.0,9.0,No
301.0,2023-08-12,Standard,399.0,17.7,7.0,4.0,27.0,51.0,Yes
302.0,2024-07-31,Basic,199.0,13.4,8.0,5.0,6.0,23.0,Yes
303.0,2023-06-18,Basic,199.0,20.8,8.0,1.0,4.0,36.0,No
304.0,2024-06-06,Standard,399.0,11.3,3.0,5.0,34.0,37.0,Yes
305.0,2024-07-26,Standard,399.0,11.6,8.0,3.0,4.0,29.0,Yes
306.0,2023-08-12,Standard,399.0,18.2,6.0,2.0,20.0,52.0,Yes
307.0,2023-03-03,Premium,699.0,1.6,5.0,5.0,5.0,4.0,Yes
308.0,2024-10-18,Basic,199.0,1.3,6.0,1.0,31.0,49.0,Yes
309.0,2024-01-22,Premium,699.0,9.7,6.0,3.0,27.0,55.0,No
310.0,2023-05-02,Standard,399.0,17.2,8.0,1.0,6.0,41.0,No
311.0,2023-01-24,Basic,199.0,10.1,2.0,5.0,35.0,14.0,No
312.0,2023-08-24,Standard,399.0,17.0,8.0,3.0,30.0,34.0,Yes
313.0,2023-04-26,Basic,199.0,9.0,4.0,1.0,30.0,59.0,No
314.0,2024-08-31,Basic,199.0,15.6,0.0,1.0,27.0,13.0,Yes
315.0,2024-03-25,Basic,199.0,15.1,0.0,1.0,29.0,47.0,Yes
316.0,2023-08-28,Basic,199.0,5.8,0.0,1.0,35.0,32.0,No
317.0,2024-11-07,Premium,699.0,14.6,5.0,1.0,21.0,19.0,No
318.0,2023-06-29,Premium,699.0,10.6,4.0,0.0,15.0,35.0,No
319.0,2024-01-26,Premium,699.0,14.1,0.0,2.0,28.0,60.0,No
320.0,2024-07-04,Premium,699.0,17.6,6.0,1.0,21.0,19.0,No
321.0,2023-03-01,Standard,399.0,21.3,4.0,5.0,16.0,9.0,No
322.0,2023-09-19,Premium,699.0,24.2,8.0,4.0,27.0,8.0,Yes
323.0,2023-07-15,Basic,199.0,16.3,7.0,2.0,22.0,5.0,No
324.0,2024-08-24,Basic,199.0,9.7,0.0,0.0,18.0,12.0,No
325.0,2023-01-16,Premium,699.0,5.8,3.0,2.0,36.0,19.0,No
326.0,2023-09-06,Basic,199.0,24.1,1.0,5.0,13.0,48.0,Yes
327.0,2024-01-25,Premium,699.0,10.2,3.0,4.0,14.0,20.0,No
328.0,2024-05-24,Standard,399.0,16.4,4.0,2.0,35.0,23.0,Yes
